firstname,middlename,lastname,sortname,name,namemod,nickname,caucus,congress_numbers/0,congress_numbers/1,congress_numbers/2,current,description,district,startdate,enddate,address,contact_form,fax,office,rss_url,leadership_title,party,bioguideid,birthday,cspanid,gender,govtrack_link,osid,pvsid,twitterid,youtubeid,phone,role_type,senator_class,senator_rank,state,title,title_long,website,how
Edward,J.,Markey,"Markey, Edward â€œEdâ€ù (Sen.) [D-MA]",Sen. Edward â€œEdâ€ù Markey [D-MA],,Ed,,114,115,116,TRUE,Junior Senator from Massachusetts,,1/6/15,1/3/21,255 Dirksen Senate Office Building Washington DC 20510,https://www.markey.senate.gov/contact,,255 Dirksen Senate Office Building,,,Democrat,M000133,7/11/46,260,male,https://www.govtrack.us/congress/members/edward_markey/400253,N00000270,26900,SenMarkey,RepMarkey,202-224-2742,senator,class2,junior,MA,Sen.,Senator,https://www.markey.senate.gov,
Tom,S.,Udall,"Udall, Tom (Sen.) [D-NM]",Sen. Tom Udall [D-NM],,,,114,115,116,TRUE,Senior Senator from New Mexico,,1/6/15,1/3/21,531 Hart Senate Office Building Washington DC 20510,https://www.tomudall.senate.gov/?p=contact,202-228-3261,531 Hart Senate Office Building,http://tomudall.senate.gov/rss/?p=blog,,Democrat,U000039,5/18/48,10075,male,https://www.govtrack.us/congress/members/tom_udall/400413,N00006561,22658,SenatorTomUdall,senatortomudall,202-224-6621,senator,class2,senior,NM,Sen.,Senator,https://www.tomudall.senate.gov,
Bill,,Cassidy,"Cassidy, Bill (Sen.) [R-LA]",Sen. Bill Cassidy [R-LA],,,,114,115,116,TRUE,Senior Senator from Louisiana,,1/6/15,1/3/21,520 Hart Senate Office Building Washington DC 20510,https://www.cassidy.senate.gov/contact,202-225-7313,520 Hart Senate Office Building,,,Republican,C001075,9/28/57,1030546,male,https://www.govtrack.us/congress/members/bill_cassidy/412269,N00030245,69494,,SenatorBillCassidy,202-224-5824,senator,class2,senior,LA,Sen.,Senator,https://www.cassidy.senate.gov,
Gary,C.,Peters,"Peters, Gary (Sen.) [D-MI]",Sen. Gary Peters [D-MI],,,,114,115,116,TRUE,Junior Senator from Michigan,,1/6/15,1/3/21,724 Hart Senate Office Building Washington DC 20510,https://www.peters.senate.gov/contact/email-gary,202-226-2356,724 Hart Senate Office Building,,,Democrat,P000595,12/1/58,50199,male,https://www.govtrack.us/congress/members/gary_peters/412305,N00029277,8749,SenGaryPeters,RepGaryPeters,202-224-6221,senator,class2,junior,MI,Sen.,Senator,https://www.peters.senate.gov,
Mark,,Warner,"Warner, Mark (Sen.) [D-VA]",Sen. Mark Warner [D-VA],,,,114,115,116,TRUE,Senior Senator from Virginia,,1/6/15,1/3/21,703 Hart Senate Office Building Washington DC 20510,http://www.warner.senate.gov/public/index.cfm?p=Contact,202-224-6295,703 Hart Senate Office Building,http://www.warner.senate.gov/public/?a=rss.feed,,Democrat,W000805,12/15/54,7630,male,https://www.govtrack.us/congress/members/mark_warner/412321,N00002097,535,MarkWarner,SenatorMarkWarner,202-224-2023,senator,class2,senior,VA,Sen.,Senator,https://www.warner.senate.gov,
James,,Risch,"Risch, James (Sen.) [R-ID]",Sen. James Risch [R-ID],,,,114,115,116,TRUE,Junior Senator from Idaho,,1/6/15,1/3/21,483 Russell Senate Office Building Washington DC 20510,http://www.risch.senate.gov/public/index.cfm?p=Email,202-224-2573,483 Russell Senate Office Building,,,Republican,R000584,5/3/43,1020034,male,https://www.govtrack.us/congress/members/james_risch/412322,N00029441,2919,SenatorRisch,SenatorJamesRisch,202-224-2752,senator,class2,junior,ID,Sen.,Senator,https://www.risch.senate.gov,
Jeanne,,Shaheen,"Shaheen, Jeanne (Sen.) [D-NH]",Sen. Jeanne Shaheen [D-NH],,,,114,115,116,TRUE,Senior Senator from New Hampshire,,1/6/15,1/3/21,506 Hart Senate Office Building Washington DC 20510,https://www.shaheen.senate.gov/contact/contact-jeanne,202-228-3194,506 Hart Senate Office Building,http://www.shaheen.senate.gov/rss/,,Democrat,S001181,1/28/47,22850,female,https://www.govtrack.us/congress/members/jeanne_shaheen/412323,N00024790,1663,SenatorShaheen,senatorshaheen,202-224-2841,senator,class2,senior,NH,Sen.,Senator,https://www.shaheen.senate.gov,
Jeff,,Merkley,"Merkley, Jeff (Sen.) [D-OR]",Sen. Jeff Merkley [D-OR],,,,114,115,116,TRUE,Junior Senator from Oregon,,1/6/15,1/3/21,313 Hart Senate Office Building Washington DC 20510,http://www.merkley.senate.gov/contact/,202-228-3997,313 Hart Senate Office Building,http://www.merkley.senate.gov/rss/,,Democrat,M001176,10/24/56,1029842,male,https://www.govtrack.us/congress/members/jeff_merkley/412325,N00029303,23644,SenJeffMerkley,SenatorJeffMerkley,202-224-3753,senator,class2,junior,OR,Sen.,Senator,https://www.merkley.senate.gov,
Alan,Stuart,Franken,"Franken, Alan â€œAlâ€ù (Sen.) [D-MN]",Sen. Alan â€œAlâ€ù Franken [D-MN],,Al,,114,115,116,TRUE,Junior Senator from Minnesota,,1/6/15,1/3/21,309 Hart Senate Office Building Washington DC 20510,https://www.franken.senate.gov/?p=contact,202-224-0044,309 Hart Senate Office Building,http://franken.senate.gov/rss/?p=hot_topic,,Democrat,F000457,5/21/51,23334,male,https://www.govtrack.us/congress/members/alan_franken/412378,N00029016,108924,SenFranken,SenatorFranken,202-224-5641,senator,class2,junior,MN,Sen.,Senator,https://www.franken.senate.gov,
Chris,Andrew,Coons,"Coons, Chris (Sen.) [D-DE]",Sen. Chris Coons [D-DE],,,,114,115,116,TRUE,Junior Senator from Delaware,,1/6/15,1/3/21,127A Russell Senate Office Building Washington DC 20510,https://www.coons.senate.gov/contact,202-228-3075,127a Russell Senate Office Building,http://www.coons.senate.gov/rss/feeds/?type=all,,Democrat,C001088,9/9/63,9269028,male,https://www.govtrack.us/congress/members/chris_coons/412390,N00031820,122834,SenCoonsOffice,senatorchriscoons,202-224-5042,senator,class2,junior,DE,Sen.,Senator,https://www.coons.senate.gov,
Cory,,Gardner,"Gardner, Cory (Sen.) [R-CO]",Sen. Cory Gardner [R-CO],,,,114,115,116,TRUE,Junior Senator from Colorado,,1/6/15,1/3/21,354 Russell Senate Office Building Washington DC 20510,https://www.gardner.senate.gov/contact-cory/email-cory,202-225-5870,354 Russell Senate Office Building,,,Republican,G000562,8/22/74,623308,male,https://www.govtrack.us/congress/members/cory_gardner/412406,N00030780,30004,SenCoryGardner,,202-224-5941,senator,class2,junior,CO,Sen.,Senator,https://www.gardner.senate.gov,
Tom,,Cotton,"Cotton, Tom (Sen.) [R-AR]",Sen. Tom Cotton [R-AR],,,,114,115,116,TRUE,Junior Senator from Arkansas,,1/6/15,1/3/21,124 Russell Senate Office Building Washington DC 20510,http://www.cotton.senate.gov/?p=contact,,124 Russell Senate Office Building,,,Republican,C001095,5/13/77,63928,male,https://www.govtrack.us/congress/members/tom_cotton/412508,N00033363,135651,SenTomCotton,RepTomCotton,202-224-2353,senator,class2,junior,AR,Sen.,Senator,https://www.cotton.senate.gov,
Steve,,Daines,"Daines, Steve (Sen.) [R-MT]",Sen. Steve Daines [R-MT],,,,114,115,116,TRUE,Junior Senator from Montana,,1/6/15,1/3/21,320 Hart Senate Office Building Washington DC 20510,https://www.daines.senate.gov/connect/email-steve,202-228-1236,320 Hart Senate Office Building,,,Republican,D000618,8/20/62,1034037,male,https://www.govtrack.us/congress/members/steve_daines/412549,N00033054,135720,SteveDaines,SteveDainesMT,202-224-2651,senator,class2,junior,MT,Sen.,Senator,https://www.daines.senate.gov,
Cory,Anthony,Booker,"Booker, Cory (Sen.) [D-NJ]",Sen. Cory Booker [D-NJ],,,,114,115,116,TRUE,Junior Senator from New Jersey,,1/6/15,1/3/21,359 Dirksen Senate Office Building Washington DC 20510,https://www.booker.senate.gov/?p=contact,202-224-8378,359 Dirksen Senate Office Building,,,Democrat,B001288,4/27/69,84679,male,https://www.govtrack.us/congress/members/cory_booker/412598,N00035267,76151,senbookeroffice,SenCoryBooker,202-224-3224,senator,class2,junior,NJ,Sen.,Senator,https://www.booker.senate.gov,
Dan,,Sullivan,"Sullivan, Dan (Sen.) [R-AK]",Sen. Dan Sullivan [R-AK],,,,114,115,116,TRUE,Junior Senator from Alaska,,1/6/15,1/3/21,702 Hart Senate Office Building Washington DC 20510,https://www.sullivan.senate.gov/contact/email,,702 Hart Senate Office Building,,,Republican,S001198,11/13/64,1023262,male,https://www.govtrack.us/congress/members/dan_sullivan/412665,N00035774,114964,SenDanSullivan,,202-224-3004,senator,class2,junior,AK,Sen.,Senator,https://www.sullivan.senate.gov,
David,,Perdue,"Perdue, David (Sen.) [R-GA]",Sen. David Perdue [R-GA],,,,114,115,116,TRUE,Junior Senator from Georgia,,1/6/15,1/3/21,455 Russell Senate Office Building Washington DC 20510,https://www.perdue.senate.gov/connect/email,,455 Russell Senate Office Building,,,Republican,P000612,12/10/49,75920,male,https://www.govtrack.us/congress/members/david_perdue/412666,N00035516,151330,sendavidperdue,,202-224-3521,senator,class2,junior,GA,Sen.,Senator,https://www.perdue.senate.gov,
Joni,,Ernst,"Ernst, Joni (Sen.) [R-IA]",Sen. Joni Ernst [R-IA],,,,114,115,116,TRUE,Junior Senator from Iowa,,1/6/15,1/3/21,111 Russell Senate Office Building Washington DC 20510,https://www.ernst.senate.gov/public/index.cfm/contact,,111 Russell Senate Office Building,,,Republican,E000295,7/1/70,75342,female,https://www.govtrack.us/congress/members/joni_ernst/412667,N00035483,128583,SenJoniErnst,,202-224-3254,senator,class2,junior,IA,Sen.,Senator,https://www.ernst.senate.gov/public,
Thom,,Tillis,"Tillis, Thom (Sen.) [R-NC]",Sen. Thom Tillis [R-NC],,,,114,115,116,TRUE,Junior Senator from North Carolina,,1/6/15,1/3/21,185 Dirksen Senate Office Building Washington DC 20510,https://www.tillis.senate.gov/public/index.cfm/email-me,,185 Dirksen Senate Office Building,,,Republican,T000476,8/30/60,77055,male,https://www.govtrack.us/congress/members/thom_tillis/412668,N00035492,57717,senthomtillis,,202-224-6342,senator,class2,junior,NC,Sen.,Senator,https://www.tillis.senate.gov/public,
Mike,,Rounds,"Rounds, Mike (Sen.) [R-SD]",Sen. Mike Rounds [R-SD],,,,114,115,116,TRUE,Junior Senator from South Dakota,,1/6/15,1/3/21,502 Hart Senate Office Building Washington DC 20510,https://www.rounds.senate.gov/contact/email-mike,,502 Hart Senate Office Building,,,Republican,R000605,10/24/54,78317,male,https://www.govtrack.us/congress/members/mike_rounds/412669,N00035187,7455,SenatorRounds,,202-224-5842,senator,class2,junior,SD,Sen.,Senator,https://www.rounds.senate.gov,
Benjamin,Eric,Sasse,"Sasse, Benjamin (Sen.) [R-NE]",Sen. Benjamin Sasse [R-NE],,,,114,115,116,TRUE,Junior Senator from Nebraska,,1/6/15,1/3/21,136 Russell Senate Office Building Washington DC 20510,http://www.sasse.senate.gov/public/index.cfm/email-ben,,136 Russell Senate Office Building,,,Republican,S001197,2/22/72,77429,male,https://www.govtrack.us/congress/members/benjamin_sasse/412671,N00035544,150182,SenSasse,,202-224-4224,senator,class2,junior,NE,Sen.,Senator,https://www.sasse.senate.gov/public,
Michael,D.,Crapo,"Crapo, Michael (Sen.) [R-ID]",Sen. Michael Crapo [R-ID],,,,115,116,117,TRUE,Senior Senator from Idaho,,1/3/17,1/3/23,239 Dirksen Senate Office Building Washington DC 20510,https://www.crapo.senate.gov/contact,202-228-1375,239 Dirksen Senate Office Building,,,Republican,C000880,5/20/51,26440,male,https://www.govtrack.us/congress/members/michael_crapo/300030,N00006267,26830,MikeCrapo,senatorcrapo,202-224-6142,senator,class3,senior,ID,Sen.,Senator,https://www.crapo.senate.gov,
Charles,E.,Grassley,"Grassley, Charles â€œChuckâ€ù (Sen.) [R-IA]",Sen. Charles â€œChuckâ€ù Grassley [R-IA],,Chuck,,115,116,117,TRUE,Senior Senator from Iowa,,1/3/17,1/3/23,135 Hart Senate Office Building Washington DC 20510,http://www.grassley.senate.gov/contact,202-224-6020,135 Hart Senate Office Building,http://grassley.senate.gov/customcf/rss_feed.cfm,,Republican,G000386,9/17/33,1167,male,https://www.govtrack.us/congress/members/charles_grassley/300048,N00001758,53293,ChuckGrassley,senchuckgrassley,202-224-3744,senator,class3,senior,IA,Sen.,Senator,https://www.grassley.senate.gov,
Patrick,J.,Leahy,"Leahy, Patrick (Sen.) [D-VT]",Sen. Patrick Leahy [D-VT],,,,115,116,117,TRUE,Senior Senator from Vermont,,1/3/17,1/3/23,437 Russell Senate Office Building Washington DC 20510,https://www.leahy.senate.gov/contact/,202-224-3479,437 Russell Senate Office Building,http://www.leahy.senate.gov/rss/feeds/press/,,Democrat,L000174,3/31/40,1552,male,https://www.govtrack.us/congress/members/patrick_leahy/300065,N00009918,53353,SenatorLeahy,SenatorPatrickLeahy,202-224-4242,senator,class3,senior,VT,Sen.,Senator,https://www.leahy.senate.gov,
John,S.,McCain,"McCain, John (Sen.) [R-AZ]",Sen. John McCain [R-AZ],,,,115,116,117,TRUE,Senior Senator from Arizona,,1/3/17,1/3/23,218 Russell Senate Office Building Washington DC 20510,https://www.mccain.senate.gov/public/index.cfm/contact-form,202-228-2862,218 Russell Senate Office Building,,,Republican,M000303,8/29/36,7476,male,https://www.govtrack.us/congress/members/john_mccain/300071,N00006424,53270,SenJohnMcCain,SenatorJohnMcCain,202-224-2235,senator,class3,senior,AZ,Sen.,Senator,https://www.mccain.senate.gov,
Lisa,A.,Murkowski,"Murkowski, Lisa (Sen.) [R-AK]",Sen. Lisa Murkowski [R-AK],,,,115,116,117,TRUE,Senior Senator from Alaska,,1/3/17,1/3/23,522 Hart Senate Office Building Washington DC 20510,https://www.murkowski.senate.gov/public/index.cfm/contact,202-224-5301,522 Hart Senate Office Building,http://www.murkowski.senate.gov/public/?a=rss.feed,,Republican,M001153,5/22/57,1004138,female,https://www.govtrack.us/congress/members/lisa_murkowski/300075,N00026050,15841,LisaMurkowski,senatormurkowski,202-224-6665,senator,class3,senior,AK,Sen.,Senator,https://www.murkowski.senate.gov,
Patty,,Murray,"Murray, Patty (Sen.) [D-WA]",Sen. Patty Murray [D-WA],,,,115,116,117,TRUE,Senior Senator from Washington,,1/3/17,1/3/23,154 Russell Senate Office Building Washington DC 20510,http://www.murray.senate.gov/public/index.cfm/contactme,202-224-0238,154 Russell Senate Office Building,http://www.murray.senate.gov/public/?a=rss.feed,,Democrat,M001111,10/11/50,25277,female,https://www.govtrack.us/congress/members/patty_murray/300076,N00007876,53358,PattyMurray,SenatorPattyMurray,202-224-2621,senator,class3,senior,WA,Sen.,Senator,https://www.murray.senate.gov/public,
Charles,E.,Schumer,"Schumer, Charles â€œChuckâ€ù (Sen.) [D-NY]",Sen. Charles â€œChuckâ€ù Schumer [D-NY],,Chuck,,115,116,117,TRUE,Senior Senator from New York,,1/3/17,1/3/23,322 Hart Senate Office Building Washington DC 20510,https://www.schumer.senate.gov/contact/email-chuck,202-228-3027,322 Hart Senate Office Building,,Minority Leader,Democrat,S000148,11/23/50,5929,male,https://www.govtrack.us/congress/members/charles_schumer/300087,N00001093,26976,SenSchumer,SenatorSchumer,202-224-6542,senator,class3,senior,NY,Sen.,Senator,https://www.schumer.senate.gov,
Richard,C.,Shelby,"Shelby, Richard (Sen.) [R-AL]",Sen. Richard Shelby [R-AL],,,,115,116,117,TRUE,Senior Senator from Alabama,,1/3/17,1/3/23,304 Russell Senate Office Building Washington DC 20510,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,202-224-3416,304 Russell Senate Office Building,http://www.shelby.senate.gov/public/index.cfm/rss/feed,,Republican,S000320,5/6/34,1859,male,https://www.govtrack.us/congress/members/richard_shelby/300089,N00009920,53266,SenShelby,SenatorRichardShelby,202-224-5744,senator,class3,senior,AL,Sen.,Senator,https://www.shelby.senate.gov,
Ron,,Wyden,"Wyden, Ron (Sen.) [D-OR]",Sen. Ron Wyden [D-OR],,,,115,116,117,TRUE,Senior Senator from Oregon,,1/3/17,1/3/23,221 Dirksen Senate Office Building Washington DC 20510,https://www.wyden.senate.gov/contact/,202-228-2717,221 Dirksen Senate Office Building,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,,Democrat,W000779,5/3/49,1962,male,https://www.govtrack.us/congress/members/ron_wyden/300100,N00007724,27036,RonWyden,senronwyden,202-224-5244,senator,class3,senior,OR,Sen.,Senator,https://www.wyden.senate.gov,
Robert,B.,Aderholt,"Aderholt, Robert (Rep.) [R-AL4]",Rep. Robert Aderholt [R-AL4],,,,115,,,TRUE,Representative for Alabama's 4th congressional district,4,1/3/17,1/3/19,235 Cannon HOB; Washington DC 20515-0104,,202-225-5587,235 Cannon House Office Building,http://aderholt.house.gov/common/rss//index.cfm?rss=20,,Republican,A000055,7/22/65,45516,male,https://www.govtrack.us/congress/members/robert_aderholt/400004,N00003028,441,Robert_Aderholt,RobertAderholt,202-225-4876,representative,,,AL,Rep.,Representative,https://aderholt.house.gov,
Joe,Linus,Barton,"Barton, Joe (Rep.) [R-TX6]",Rep. Joe Barton [R-TX6],,,,115,,,TRUE,Representative for Texas's 6th congressional district,6,1/3/17,1/3/19,2107 Rayburn HOB; Washington DC 20515-4306,,202-225-3052,2107 Rayburn House Office Building,http://joebarton.house.gov/index.php?format=feed&amp;type=rss,,Republican,B000213,9/15/49,5248,male,https://www.govtrack.us/congress/members/joe_barton/400018,N00005656,27082,RepJoeBarton,repjoebarton,202-225-2002,representative,,,TX,Rep.,Representative,https://joebarton.house.gov,
Rob,,Bishop,"Bishop, Rob (Rep.) [R-UT1]",Rep. Rob Bishop [R-UT1],,,,115,,,TRUE,Representative for Utah's 1st congressional district,1,1/3/17,1/3/19,123 Cannon HOB; Washington DC 20515-4401,,202-225-5857,123 Cannon House Office Building,http://robbishop.house.gov/news/rss.aspx,,Republican,B001250,7/13/51,1003621,male,https://www.govtrack.us/congress/members/rob_bishop/400029,N00025292,50544,RepRobBishop,CongressmanBishop,202-225-0453,representative,,,UT,Rep.,Representative,https://robbishop.house.gov,
Sanford,D.,Bishop,"Bishop, Sanford (Rep.) [D-GA2]",Rep. Sanford Bishop [D-GA2],Jr.,,,115,,,TRUE,Representative for Georgia's 2nd congressional district,2,1/3/17,1/3/19,2407 Rayburn HOB; Washington DC 20515-1002,,202-225-2203,2407 Rayburn House Office Building,http://bishop.house.gov/rss.xml,,Democrat,B000490,2/4/47,26194,male,https://www.govtrack.us/congress/members/sanford_bishop/400030,N00002674,26817,SanfordBishop,RepSanfordBishop,202-225-3631,representative,,,GA,Rep.,Representative,https://bishop.house.gov,
Marsha,W.,Blackburn,"Blackburn, Marsha (Rep.) [R-TN7]",Rep. Marsha Blackburn [R-TN7],,,,115,,,TRUE,Representative for Tennessee's 7th congressional district,7,1/3/17,1/3/19,2266 Rayburn HOB; Washington DC 20515-4207,,202-225-3004,2266 Rayburn House Office Building,http://blackburn.house.gov/news/rss.aspx,,Republican,B001243,6/6/52,31226,female,https://www.govtrack.us/congress/members/marsha_blackburn/400032,N00003105,25186,MarshaBlackburn,RepMarshaBlackburn,202-225-2811,representative,,,TN,Rep.,Representative,https://blackburn.house.gov,
Earl,,Blumenauer,"Blumenauer, Earl (Rep.) [D-OR3]",Rep. Earl Blumenauer [D-OR3],,,,115,,,TRUE,Representative for Oregon's 3rd congressional district,3,1/3/17,1/3/19,1111 Longworth HOB; Washington DC 20515-3703,,202-225-8941,1111 Longworth House Office Building,http://blumenauer.house.gov/index.php?format=feed&amp;type=rss,,Democrat,B000574,8/16/48,43809,male,https://www.govtrack.us/congress/members/earl_blumenauer/400033,N00007727,367,BlumenauerMedia,RepBlumenauer,202-225-4811,representative,,,OR,Rep.,Representative,https://blumenauer.house.gov,
Roy,,Blunt,"Blunt, Roy (Sen.) [R-MO]",Sen. Roy Blunt [R-MO],,,,115,116,117,TRUE,Junior Senator from Missouri,,1/3/17,1/3/23,260 Russell Senate Office Building Washington DC 20510,https://www.blunt.senate.gov/public/index.cfm/contact-roy,202-224-8149,260 Russell Senate Office Building,http://www.blunt.senate.gov/public/?a=rss.feed,,Republican,B000575,1/10/50,45465,male,https://www.govtrack.us/congress/members/roy_blunt/400034,N00005195,418,RoyBlunt,SenatorBlunt,202-224-5721,senator,class3,junior,MO,Sen.,Senator,https://www.blunt.senate.gov/public,
